,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAMEID,Date
2184,LA Clippers,44,95,46.3,8,18,44.4,21,27,77.8,12,32,44,17,7,5,8,16,117,11,0,1096,3/25/2018
2185,Toronto Raptors,41,92,44.6,16,36,44.4,8,14,57.1,13,35,48,24,3,6,14,23,106,-11,1,1096,3/25/2018
2186,New York Knicks,41,88,46.6,6,22,27.3,13,15,86.7,10,34,44,26,10,6,14,19,101,4,0,1097,3/25/2018
2187,Washington Wizards,37,87,42.5,6,19,31.6,17,23,73.9,14,32,46,25,10,7,14,16,97,-4,1,1097,3/25/2018
2188,Boston Celtics,40,72,55.6,12,22,54.5,12,17,70.6,3,32,35,23,9,2,15,11,104,11,0,1098,3/25/2018
2189,Sacramento Kings,38,82,46.3,7,26,26.9,10,10,100,7,27,34,18,7,1,14,16,93,-11,1,1098,3/25/2018
2190,Portland Trail Blazers,42,90,46.7,9,34,26.5,15,19,78.9,18,31,49,20,8,7,13,19,108,3,0,1099,3/25/2018
2191,Oklahoma City Thunder,37,84,44,8,27,29.6,23,28,82.1,13,26,39,16,9,5,10,19,105,-3,1,1099,3/25/2018
2192,Utah Jazz,42,87,48.3,12,28,42.9,14,18,77.8,11,36,47,27,6,8,14,16,110,19,0,1101,3/25/2018
2193,Golden State Warriors,38,91,41.8,6,15,40,9,10,90,14,27,41,24,9,7,11,19,91,-19,1,1101,3/25/2018
2194,New York Knicks,54,105,51.4,9,30,30,11,11,100,11,30,41,25,6,1,10,27,128,-9,0,1102,3/26/2018
2195,Charlotte Hornets,51,93,54.8,11,28,39.3,24,28,85.7,11,32,43,25,5,4,14,12,137,9,1,1102,3/26/2018
2196,Los Angeles Lakers,40,85,47.1,6,23,26.1,20,25,80,6,41,47,29,3,7,10,20,106,-6,0,1103,3/26/2018
2197,Detroit Pistons,44,100,44,13,33,39.4,11,15,73.3,10,40,50,21,4,2,7,26,112,6,1,1103,3/26/2018
2198,Denver Nuggets,36,84,42.9,11,32,34.4,21,34,61.8,9,28,37,27,10,7,15,21,104,-19,0,1104,3/26/2018
2199,Philadelphia 76ers,46,91,50.5,13,29,44.8,18,25,72,14,39,53,35,6,6,17,28,123,19,1,1104,3/26/2018
2200,Memphis Grizzlies,40,84,47.6,15,31,48.4,6,9,66.7,7,28,35,25,8,4,13,23,101,8,0,1105,3/26/2018
2201,Minnesota Timberwolves,33,79,41.8,8,24,33.3,19,24,79.2,7,30,37,21,7,6,14,15,93,-8,1,1105,3/26/2018
2202,Boston Celtics,37,87,42.5,14,29,48.3,14,14,100,10,34,44,24,10,3,12,19,102,8,0,1106,3/26/2018
2203,Phoenix Suns,36,81,44.4,12,35,34.3,10,19,52.6,11,36,47,18,8,5,15,18,94,-8,1,1106,3/26/2018
2204,San Antonio Spurs,39,87,44.8,10,25,40,18,33,54.5,10,27,37,29,7,5,8,17,106,-10,0,1107,3/27/2018
2205,Washington Wizards,46,85,54.1,10,24,41.7,14,18,77.8,10,40,50,33,5,7,16,27,116,10,1,1107,3/27/2018
2206,Denver Nuggets,42,89,47.2,13,30,43.3,13,14,92.9,10,30,40,26,6,6,11,16,110,-4,0,1108,3/27/2018
2207,Toronto Raptors,47,92,51.1,13,34,38.2,7,9,77.8,9,28,37,33,6,16,9,18,114,4,1,1108,3/27/2018
2208,Cleveland Cavaliers,31,85,36.5,4,26,15.4,13,19,68.4,12,30,42,15,8,1,14,18,79,-19,0,1109,3/27/2018
2209,Miami Heat,37,78,47.4,9,29,31,15,20,75,9,35,44,24,10,9,14,18,98,19,1,1109,3/27/2018
2210,Chicago Bulls,34,89,38.2,8,37,21.6,10,17,58.8,13,38,51,17,8,1,18,17,86,-32,0,1110,3/27/2018
2211,Houston Rockets,41,93,44.1,18,57,31.6,18,21,85.7,9,37,46,28,15,6,10,12,118,32,1,1110,3/27/2018
2212,Portland Trail Blazers,44,105,41.9,10,32,31.3,9,10,90,17,30,47,20,11,7,10,17,107,4,0,1111,3/27/2018
2213,New Orleans Pelicans,43,94,45.7,4,24,16.7,13,14,92.9,11,43,54,28,3,10,16,19,103,-4,1,1111,3/27/2018
2214,Dallas Mavericks,36,80,45,14,40,35,17,25,68,4,39,43,25,7,9,10,17,103,6,0,1112,3/27/2018
2215,Sacramento Kings,38,93,40.9,6,23,26.1,15,19,78.9,10,35,45,25,6,6,10,22,97,-6,1,1112,3/27/2018
2216,Indiana Pacers,39,81,48.1,6,21,28.6,8,12,66.7,8,30,38,22,10,2,10,14,92,11,0,1113,3/27/2018
2217,Golden State Warriors,35,86,40.7,5,17,29.4,6,9,66.7,17,34,51,21,4,9,16,17,81,-11,1,1113,3/27/2018
2218,Milwaukee Bucks,38,83,45.8,6,23,26.1,16,23,69.6,8,36,44,24,12,11,16,14,98,-7,0,1114,3/27/2018
2219,LA Clippers,40,86,46.5,15,28,53.6,10,18,55.6,8,33,41,23,8,4,13,23,105,7,1,1114,3/27/2018
2220,Cleveland Cavaliers,45,93,48.4,11,28,39.3,17,20,85,11,27,38,22,9,1,6,19,118,13,0,1115,3/28/2018
2221,Charlotte Hornets,39,76,51.3,5,21,23.8,22,24,91.7,6,34,40,20,2,2,13,16,105,-13,1,1115,3/28/2018
2222,Brooklyn Nets,40,87,46,12,34,35.3,19,22,86.4,11,37,48,28,6,5,8,17,111,7,0,1116,3/28/2018
2223,Orlando Magic,40,92,43.5,11,31,35.5,13,16,81.3,11,33,44,25,4,4,9,18,104,-7,1,1116,3/28/2018
2224,New York Knicks,36,94,38.3,9,31,29,20,26,76.9,10,36,46,20,4,5,16,22,101,-17,0,1117,3/28/2018
2225,Philadelphia 76ers,45,98,45.9,9,31,29,19,27,70.4,14,44,58,34,9,3,12,19,118,17,1,1117,3/28/2018
2226,Portland Trail Blazers,38,79,48.1,8,30,26.7,19,30,63.3,8,30,38,15,7,8,12,20,103,-5,0,1118,3/28/2018
2227,Memphis Grizzlies,41,84,48.8,13,25,52,13,23,56.5,11,35,46,23,7,2,15,24,108,5,1,1118,3/28/2018
2228,Atlanta Hawks,41,77,53.2,13,27,48.1,19,23,82.6,4,33,37,26,10,2,19,22,114,-12,0,1119,3/28/2018
2229,Minnesota Timberwolves,48,90,53.3,13,30,43.3,17,21,81,7,30,37,33,9,1,13,20,126,12,1,1119,3/28/2018
2230,Boston Celtics,35,79,44.3,12,21,57.1,15,20,75,11,31,42,20,11,2,16,18,97,3,0,1120,3/28/2018
2231,Utah Jazz,34,82,41.5,9,33,27.3,17,21,81,12,33,45,25,7,6,16,18,94,-3,1,1120,3/28/2018
2232,LA Clippers,43,80,53.7,8,17,47.1,17,25,68,11,40,51,26,7,4,21,17,111,12,0,1121,3/28/2018
2233,Phoenix Suns,38,88,43.2,10,34,29.4,13,18,72.2,9,30,39,17,13,4,14,20,99,-12,1,1121,3/28/2018
2234,Dallas Mavericks,33,84,39.3,13,44,29.5,14,19,73.7,6,34,40,17,10,1,10,22,93,-10,0,1122,3/28/2018
2235,Los Angeles Lakers,36,77,46.8,9,33,27.3,22,32,68.8,7,42,49,25,6,5,15,16,103,10,1,1122,3/28/2018
2236,Washington Wizards,37,89,41.6,6,32,18.8,12,15,80,12,31,43,28,9,6,15,19,92,-11,0,1123,3/29/2018
2237,Detroit Pistons,41,84,48.8,6,21,28.6,15,20,75,10,34,44,26,9,3,16,14,103,11,1,1123,3/29/2018
2238,Chicago Bulls,33,90,36.7,6,26,23.1,20,26,76.9,14,36,50,19,10,5,18,19,92,-11,0,1124,3/29/2018
2239,Miami Heat,37,82,45.1,7,27,25.9,22,24,91.7,7,37,44,20,7,7,17,23,103,11,1,1124,3/29/2018
2240,Oklahoma City Thunder,37,85,43.5,11,30,36.7,14,21,66.7,10,33,43,19,11,3,15,23,99,-4,0,1125,3/29/2018
2241,San Antonio Spurs,34,81,42,13,31,41.9,22,30,73.3,14,34,48,22,13,6,16,18,103,4,1,1125,3/29/2018
2242,Indiana Pacers,40,80,50,8,26,30.8,18,20,90,7,27,34,23,9,4,10,17,106,3,0,1126,3/29/2018
2243,Sacramento Kings,42,78,53.8,13,31,41.9,6,9,66.7,6,26,32,27,3,2,18,24,103,-3,1,1126,3/29/2018
2244,Milwaukee Bucks,48,87,55.2,11,20,55,9,10,90,7,29,36,30,16,3,15,17,116,9,0,1127,3/29/2018
2245,Golden State Warriors,41,75,54.7,10,20,50,15,15,100,2,29,31,26,10,7,18,19,107,-9,1,1127,3/29/2018
2246,Chicago Bulls,30,84,35.7,14,41,34.1,16,23,69.6,11,42,53,16,11,7,16,17,90,8,0,1128,3/30/2018
2247,Orlando Magic,31,94,33,7,39,17.9,13,14,92.9,12,43,55,16,11,5,12,18,82,-8,1,1128,3/30/2018
2248,Philadelphia 76ers,42,95,44.2,8,38,21.1,9,13,69.2,9,44,53,34,10,6,15,18,101,10,0,1129,3/30/2018
2249,Atlanta Hawks,36,101,35.6,9,39,23.1,10,15,66.7,15,44,59,24,9,4,16,14,91,-10,1,1129,3/30/2018
2250,New Orleans Pelicans,43,89,48.3,11,26,42.3,5,6,83.3,7,34,41,25,4,2,11,19,102,-5,0,1130,3/30/2018
2251,Cleveland Cavaliers,43,90,47.8,10,24,41.7,11,15,73.3,9,36,45,22,6,2,10,14,107,5,1,1130,3/30/2018
2252,Phoenix Suns,41,84,48.8,12,32,37.5,9,13,69.2,8,38,46,23,8,5,17,21,103,-1,0,1131,3/30/2018
2253,Houston Rockets,35,81,43.2,14,38,36.8,20,29,69,8,31,39,22,9,7,10,12,104,1,1,1131,3/30/2018
2254,Denver Nuggets,49,94,52.1,10,30,33.3,18,21,85.7,12,46,58,27,4,5,15,24,126,1,0,1132,3/30/2018
2255,Oklahoma City Thunder,45,108,41.7,20,44,45.5,15,27,55.6,18,32,50,25,13,2,8,22,125,-1,1,1132,3/30/2018
2256,Minnesota Timberwolves,35,83,42.2,8,25,32,15,17,88.2,6,38,44,14,10,6,9,13,93,1,0,1133,3/30/2018
2257,Dallas Mavericks,38,86,44.2,11,28,39.3,5,7,71.4,6,40,46,22,5,5,14,17,92,-1,1,1133,3/30/2018
2258,Memphis Grizzlies,39,81,48.1,9,23,39.1,10,15,66.7,7,26,33,24,8,4,13,21,97,-10,0,1134,3/30/2018
2259,Utah Jazz,40,74,54.1,12,31,38.7,15,26,57.7,7,31,38,24,7,5,15,19,107,10,1,1134,3/30/2018
2260,Milwaukee Bucks,45,94,47.9,11,29,37.9,23,28,82.1,8,31,39,24,14,6,12,25,124,2,0,1135,3/30/2018
2261,Los Angeles Lakers,48,94,51.1,8,27,29.6,18,25,72,15,41,56,33,5,3,18,23,122,-2,1,1135,3/30/2018
2262,LA Clippers,36,89,40.4,4,13,30.8,20,35,57.1,11,35,46,13,5,5,10,16,96,-9,0,1136,3/30/2018
2263,Portland Trail Blazers,41,95,43.2,8,30,26.7,15,16,93.8,13,37,50,30,9,10,10,25,105,9,1,1136,3/30/2018
2264,Charlotte Hornets,35,77,45.5,6,23,26.1,17,27,63,9,37,46,22,6,2,17,14,93,-14,0,1137,3/31/2018
2265,Washington Wizards,40,88,45.5,18,39,46.2,9,12,75,11,33,44,30,11,4,12,23,107,14,1,1137,3/31/2018
2266,Detroit Pistons,44,85,51.8,10,24,41.7,17,22,77.3,10,33,43,24,8,5,9,15,115,6,0,1138,3/31/2018
2267,New York Knicks,43,91,47.3,13,29,44.8,10,12,83.3,9,31,40,31,4,1,14,18,109,-6,1,1138,3/31/2018
2268,Toronto Raptors,37,80,46.3,8,35,22.9,17,22,77.3,9,37,46,23,1,5,15,26,99,-11,0,1139,3/31/2018
2269,Boston Celtics,40,88,45.5,7,17,41.2,23,27,85.2,8,33,41,19,6,3,5,23,110,11,1,1139,3/31/2018
2270,Brooklyn Nets,39,91,42.9,10,35,28.6,22,28,78.6,7,40,47,28,11,5,15,24,110,1,0,1140,3/31/2018
2271,Miami Heat,43,95,45.3,7,17,41.2,16,21,76.2,10,41,51,19,6,6,18,22,109,-1,1,1140,3/31/2018
2272,Golden State Warriors,41,83,49.4,9,26,34.6,21,28,75,6,36,42,28,9,6,10,18,112,16,0,1141,3/31/2018
2273,Sacramento Kings,36,87,41.4,8,28,28.6,16,19,84.2,11,36,47,27,5,6,15,23,96,-16,1,1141,3/31/2018
2274,Philadelphia 76ers,48,94,51.1,14,32,43.8,9,10,90,7,37,44,36,15,5,14,24,119,17,0,1142,4/1/2018
2275,Charlotte Hornets,33,82,40.2,9,30,30,27,34,79.4,9,31,40,17,8,7,16,13,102,-17,1,1142,4/1/2018
2276,Washington Wizards,37,81,45.7,8,30,26.7,12,12,100,6,31,37,27,5,4,16,12,94,-19,0,1143,4/1/2018
2277,Chicago Bulls,43,82,52.4,18,34,52.9,9,13,69.2,6,34,40,30,7,1,17,17,113,19,1,1143,4/1/2018
2278,Houston Rockets,26,77,33.8,7,31,22.6,24,29,82.8,8,34,42,12,3,3,9,19,83,-17,0,1144,4/1/2018
2279,San Antonio Spurs,40,81,49.4,6,17,35.3,14,21,66.7,8,40,48,19,8,8,8,19,100,17,1,1144,4/1/2018
2280,Indiana Pacers,42,86,48.8,11,28,39.3,16,21,76.2,15,25,40,23,8,4,10,12,111,7,0,1145,4/1/2018
2281,LA Clippers,42,82,51.2,9,25,36,11,14,78.6,12,24,36,24,6,6,13,19,104,-7,1,1145,4/1/2018
2282,Orlando Magic,33,96,34.4,10,36,27.8,12,13,92.3,11,30,41,19,8,6,5,10,88,-6,0,1146,4/1/2018
2283,Atlanta Hawks,41,85,48.2,11,36,30.6,1,1,100,5,47,52,33,0,3,14,15,94,6,1,1146,4/1/2018
2284,Detroit Pistons,38,84,45.2,7,19,36.8,25,32,78.1,10,43,53,17,9,3,9,16,108,12,0,1147,4/1/2018
2285,Brooklyn Nets,37,87,42.5,12,43,27.9,10,15,66.7,6,34,40,23,5,5,12,22,96,-12,1,1147,4/1/2018
2286,Dallas Mavericks,32,79,40.5,13,37,35.1,10,11,90.9,4,34,38,15,5,3,15,20,87,-11,0,1148,4/1/2018
2287,Cleveland Cavaliers,35,85,41.2,11,26,42.3,17,23,73.9,10,40,50,21,7,1,11,12,98,11,1,1148,4/1/2018
2288,Oklahoma City Thunder,41,95,43.2,9,31,29,18,25,72,14,37,51,24,13,4,18,22,109,5,0,1149,4/1/2018
2289,New Orleans Pelicans,38,83,45.8,11,32,34.4,17,23,73.9,7,37,44,28,13,3,21,20,104,-5,1,1149,4/1/2018
2290,Utah Jazz,46,76,60.5,11,28,39.3,18,25,72,6,39,45,29,8,7,16,19,121,24,0,1150,4/1/2018
2291,Minnesota Timberwolves,38,90,42.2,8,24,33.3,13,14,92.9,7,25,32,19,10,1,12,17,97,-24,1,1150,4/1/2018
2292,Milwaukee Bucks,45,100,45,12,33,36.4,23,27,85.2,11,34,45,27,9,3,9,37,125,-3,0,1151,4/1/2018
2293,Denver Nuggets,40,90,44.4,11,36,30.6,37,46,80.4,17,40,57,27,2,8,17,23,128,3,1,1151,4/1/2018
2294,Phoenix Suns,41,90,45.6,11,31,35.5,14,16,87.5,9,33,42,26,8,4,15,12,107,-10,0,1152,4/1/2018
2295,Golden State Warriors,48,89,53.9,13,28,46.4,8,9,88.9,7,38,45,31,10,7,14,14,117,10,1,1152,4/1/2018
2296,Memphis Grizzlies,40,88,45.5,9,21,42.9,9,12,75,9,33,42,20,7,5,17,19,98,-15,0,1153,4/1/2018
2297,Portland Trail Blazers,39,84,46.4,12,38,31.6,23,25,92,8,35,43,28,9,2,13,15,113,15,1,1153,4/1/2018
2298,Sacramento Kings,35,92,38,7,24,29.2,7,14,50,13,34,47,17,9,5,10,20,84,1,0,1154,4/1/2018
2299,Los Angeles Lakers,30,75,40,7,32,21.9,16,25,64,10,37,47,18,5,6,14,15,83,-1,1,1154,4/1/2018
2300,Toronto Raptors,42,94,44.7,11,34,32.4,11,14,78.6,9,37,46,28,7,1,11,23,106,-6,0,1155,4/3/2018
2301,Cleveland Cavaliers,38,77,49.4,13,30,43.3,23,26,88.5,2,40,42,18,8,6,12,17,112,6,1,1155,4/3/2018
2302,Brooklyn Nets,34,81,42,17,42,40.5,10,23,43.5,3,33,36,20,5,6,18,15,95,-26,0,1156,4/3/2018
2303,Philadelphia 76ers,50,91,54.9,9,21,42.9,12,18,66.7,7,48,55,28,10,10,10,22,121,26,1,1156,4/3/2018
2304,Atlanta Hawks,37,88,42,13,33,39.4,11,15,73.3,12,37,49,24,10,1,15,15,98,-3,0,1157,4/3/2018
2305,Miami Heat,41,91,45.1,8,33,24.2,11,13,84.6,11,35,46,22,10,8,14,16,101,3,1,1157,4/3/2018
2306,Orlando Magic,37,88,42,11,36,30.6,12,18,66.7,11,42,53,28,7,5,11,12,97,24,0,1158,4/3/2018
2307,New York Knicks,30,86,34.9,4,27,14.8,9,12,75,7,35,42,17,5,9,11,17,73,-24,1,1158,4/3/2018
2308,Charlotte Hornets,40,81,49.4,13,34,38.2,21,28,75,10,39,49,24,3,4,20,16,114,-6,0,1159,4/3/2018
2309,Chicago Bulls,46,99,46.5,15,34,44.1,13,18,72.2,11,33,44,26,9,4,7,20,120,6,1,1159,4/3/2018
2310,Washington Wizards,38,72,52.8,12,25,48,16,23,69.6,3,33,36,25,6,1,17,21,104,-16,0,1160,4/3/2018
2311,Houston Rockets,43,84,51.2,16,46,34.8,18,27,66.7,10,36,46,26,13,3,9,14,120,16,1,1160,4/3/2018
2312,Boston Celtics,38,81,46.9,7,23,30.4,19,24,79.2,10,27,37,19,10,6,17,17,102,-4,0,1161,4/3/2018
2313,Milwaukee Bucks,43,79,54.4,5,20,25,15,21,71.4,9,32,41,27,6,5,15,23,106,4,1,1161,4/3/2018
2314,Golden State Warriors,41,83,49.4,8,29,27.6,21,24,87.5,6,34,40,27,9,5,13,25,111,4,0,1162,4/3/2018
2315,Oklahoma City Thunder,35,93,37.6,9,38,23.7,28,37,75.7,22,36,58,13,8,3,16,20,107,-4,1,1162,4/3/2018
2316,Portland Trail Blazers,39,87,44.8,10,40,25,21,24,87.5,5,41,46,28,6,2,13,20,109,-6,0,1163,4/3/2018
2317,Dallas Mavericks,42,92,45.7,17,44,38.6,14,20,70,8,35,43,27,8,5,7,16,115,6,1,1163,4/3/2018
2318,Indiana Pacers,41,84,48.8,9,19,47.4,13,16,81.3,6,29,35,23,11,4,13,24,104,-3,0,1164,4/3/2018
2319,Denver Nuggets,41,89,46.1,10,32,31.3,15,20,75,13,36,49,31,10,8,16,19,107,3,1,1164,4/3/2018
2320,Los Angeles Lakers,36,74,48.6,14,28,50,24,36,66.7,7,32,39,23,7,5,16,23,110,-7,0,1165,4/3/2018
2321,Utah Jazz,43,89,48.3,14,33,42.4,17,27,63,14,33,47,29,10,5,14,22,117,7,1,1165,4/3/2018
2322,Sacramento Kings,33,89,37.1,11,27,40.7,17,23,73.9,10,30,40,20,5,5,10,24,94,-3,0,1166,4/3/2018
2323,Phoenix Suns,35,77,45.5,6,17,35.3,21,33,63.6,6,46,52,18,6,5,14,22,97,3,1,1166,4/3/2018
2324,San Antonio Spurs,39,88,44.3,8,24,33.3,24,28,85.7,10,29,39,24,13,10,12,29,110,-3,0,1167,4/3/2018
2325,LA Clippers,37,82,45.1,5,16,31.3,34,43,79.1,12,35,47,21,8,2,14,23,113,3,1,1167,4/3/2018
2326,Philadelphia 76ers,44,89,49.4,13,30,43.3,14,19,73.7,7,37,44,32,11,3,13,17,115,7,0,1168,4/4/2018
2327,Detroit Pistons,39,88,44.3,16,36,44.4,14,23,60.9,9,33,42,30,4,5,17,19,108,-7,1,1168,4/4/2018
2328,Dallas Mavericks,39,89,43.8,10,30,33.3,12,17,70.6,11,32,43,24,3,1,11,23,100,-5,0,1169,4/4/2018
2329,Orlando Magic,39,86,45.3,8,29,27.6,19,27,70.4,12,35,47,27,4,10,13,15,105,5,1,1169,4/4/2018
2330,Boston Celtics,25,75,33.3,3,22,13.6,25,28,89.3,8,35,43,10,7,3,16,16,78,-18,0,1171,4/4/2018
2331,Toronto Raptors,40,92,43.5,10,33,30.3,6,8,75,12,36,48,23,10,6,10,25,96,18,1,1171,4/4/2018
2332,Memphis Grizzlies,37,93,39.8,10,32,31.3,11,15,73.3,11,26,37,19,9,1,21,19,95,-28,0,1172,4/4/2018
2333,New Orleans Pelicans,45,86,52.3,16,36,44.4,17,19,89.5,11,37,48,32,14,7,16,19,123,28,1,1172,4/4/2018
2334,San Antonio Spurs,42,97,43.3,9,23,39.1,19,27,70.4,15,31,46,25,7,5,10,20,112,-10,0,1173,4/4/2018
2335,Los Angeles Lakers,47,86,54.7,13,24,54.2,15,18,83.3,4,40,44,32,4,3,13,22,122,10,1,1173,4/4/2018
2336,Golden State Warriors,37,83,44.6,9,29,31,23,24,95.8,13,26,39,29,6,5,16,14,106,-20,0,1174,4/5/2018
2337,Indiana Pacers,50,93,53.8,15,29,51.7,11,15,73.3,13,34,47,32,11,3,12,24,126,20,1,1174,4/5/2018
2338,Washington Wizards,47,94,50,9,21,42.9,12,14,85.7,12,29,41,34,8,7,15,23,115,-4,0,1175,4/5/2018
2339,Cleveland Cavaliers,42,77,54.5,13,27,48.1,22,28,78.6,5,30,35,26,10,3,16,14,119,4,1,1175,4/5/2018
2340,Portland Trail Blazers,39,85,45.9,7,22,31.8,9,14,64.3,12,35,47,16,10,2,18,20,94,-2,0,1176,4/5/2018
2341,Houston Rockets,34,73,46.6,13,37,35.1,15,24,62.5,6,32,38,16,10,5,15,16,96,2,1,1176,4/5/2018
2342,Brooklyn Nets,41,75,54.7,19,39,48.7,18,21,85.7,4,37,41,30,3,12,17,21,119,8,0,1177,4/5/2018
2343,Milwaukee Bucks,41,93,44.1,5,20,25,24,30,80,12,29,41,21,12,2,8,19,111,-8,1,1177,4/5/2018
2344,LA Clippers,35,79,44.3,3,17,17.6,22,28,78.6,11,28,39,18,7,3,16,25,95,-22,0,1178,4/5/2018
2345,Utah Jazz,44,83,53,10,27,37,19,28,67.9,10,28,38,27,7,8,9,22,117,22,1,1178,4/5/2018
2346,Minnesota Timberwolves,39,91,42.9,6,24,25,12,16,75,12,35,47,22,4,1,8,19,96,-4,0,1179,4/5/2018
2347,Denver Nuggets,35,89,39.3,11,36,30.6,19,22,86.4,13,34,47,21,3,7,10,17,100,4,1,1179,4/5/2018
2348,Dallas Mavericks,40,92,43.5,13,39,33.3,13,18,72.2,10,36,46,26,7,5,12,20,106,-7,0,1180,4/6/2018
2349,Detroit Pistons,46,92,50,12,30,40,9,17,52.9,6,43,49,24,6,4,11,19,113,7,1,1180,4/6/2018
2350,Charlotte Hornets,48,86,55.8,17,31,54.8,24,26,92.3,9,41,50,32,4,5,9,15,137,37,0,1181,4/6/2018
2351,Orlando Magic,42,94,44.7,9,23,39.1,7,13,53.8,12,24,36,27,2,3,8,19,100,-37,1,1181,4/6/2018
2352,Cleveland Cavaliers,45,87,51.7,16,34,47.1,24,33,72.7,8,33,41,24,6,2,15,20,130,-2,0,1182,4/6/2018
2353,Philadelphia 76ers,50,101,49.5,14,39,35.9,18,21,85.7,11,33,44,35,11,7,12,23,132,2,1,1182,4/6/2018
2354,Atlanta Hawks,38,79,48.1,11,33,33.3,16,23,69.6,7,43,50,24,5,5,18,22,103,6,0,1183,4/6/2018
2355,Washington Wizards,35,87,40.2,9,25,36,18,23,78.3,9,36,45,18,8,4,12,15,97,-6,1,1183,4/6/2018
2356,Chicago Bulls,40,86,46.5,14,30,46.7,10,17,58.8,9,34,43,25,15,0,17,22,104,-7,0,1184,4/6/2018
2357,Boston Celtics,45,81,55.6,14,34,41.2,7,17,41.2,6,40,46,35,9,6,18,15,111,7,1,1184,4/6/2018
2358,Miami Heat,35,88,39.8,7,27,25.9,21,22,95.5,7,35,42,20,7,5,12,19,98,-24,0,1185,4/6/2018
2359,New York Knicks,45,89,50.6,18,37,48.6,14,21,66.7,9,42,51,33,7,5,12,23,122,24,1,1185,4/6/2018
2360,Indiana Pacers,26,87,29.9,7,21,33.3,14,20,70,12,32,44,16,8,8,12,21,73,-19,0,1186,4/6/2018
2361,Toronto Raptors,36,84,42.9,9,30,30,11,16,68.8,9,43,52,27,9,8,19,17,92,19,1,1186,4/6/2018
2362,Sacramento Kings,40,85,47.1,6,24,25,8,12,66.7,10,32,42,23,8,5,15,21,94,1,0,1187,4/6/2018
2363,Memphis Grizzlies,37,84,44,6,24,25,13,18,72.2,12,26,38,20,7,7,15,12,93,-1,1,1187,4/6/2018
2364,New Orleans Pelicans,45,99,45.5,16,38,42.1,16,20,80,13,42,55,29,9,7,15,22,122,19,0,1188,4/6/2018
2365,Phoenix Suns,37,94,39.4,9,33,27.3,20,26,76.9,12,36,48,20,8,4,14,18,103,-19,1,1188,4/6/2018
2366,Minnesota Timberwolves,43,100,43,8,26,30.8,19,26,73.1,18,30,48,25,14,8,5,24,113,17,0,1189,4/6/2018
2367,Los Angeles Lakers,31,79,39.2,8,24,33.3,26,32,81.3,13,40,53,16,3,2,20,21,96,-17,1,1189,4/6/2018
2368,Denver Nuggets,53,85,62.4,12,29,41.4,16,23,69.6,7,26,33,36,4,6,7,26,134,19,0,1190,4/7/2018
2369,LA Clippers,43,87,49.4,6,17,35.3,23,34,67.6,15,23,38,25,6,0,10,19,115,-19,1,1190,4/7/2018
2370,Milwaukee Bucks,45,93,48.4,10,25,40,15,17,88.2,12,36,48,30,6,10,10,13,115,13,0,1191,4/7/2018
2371,New York Knicks,41,95,43.2,9,21,42.9,11,11,100,13,31,44,30,3,7,8,17,102,-13,1,1191,4/7/2018
2372,Brooklyn Nets,46,92,50,24,55,43.6,8,11,72.7,5,41,46,36,11,10,13,18,124,28,0,1192,4/7/2018
2373,Chicago Bulls,36,88,40.9,6,29,20.7,18,21,85.7,4,35,39,16,8,1,13,14,96,-28,1,1192,4/7/2018
2374,Oklahoma City Thunder,36,91,39.6,10,33,30.3,26,33,78.8,15,27,42,21,11,5,11,20,108,6,0,1193,4/7/2018
2375,Houston Rockets,36,76,47.4,14,37,37.8,16,23,69.6,6,35,41,23,7,5,17,24,102,-6,1,1193,4/7/2018
2376,New Orleans Pelicans,49,87,56.3,11,27,40.7,17,22,77.3,4,30,34,39,15,6,8,16,126,6,0,1194,4/7/2018
2377,Golden State Warriors,49,90,54.4,15,33,45.5,7,11,63.6,8,34,42,31,3,0,17,21,120,-6,1,1194,4/7/2018
2378,Portland Trail Blazers,42,88,47.7,11,28,39.3,10,11,90.9,11,29,40,18,4,5,13,17,105,-11,0,1195,4/7/2018
2379,San Antonio Spurs,47,84,56,7,21,33.3,15,21,71.4,4,32,36,21,12,3,7,12,116,11,1,1195,4/7/2018
2380,Indiana Pacers,50,93,53.8,9,25,36,14,18,77.8,7,32,39,27,11,1,14,22,123,6,0,1196,4/8/2018
2381,Charlotte Hornets,40,80,50,11,30,36.7,26,30,86.7,5,31,36,27,6,3,21,17,117,-6,1,1196,4/8/2018
2382,Dallas Mavericks,40,94,42.6,11,40,27.5,6,13,46.2,10,33,43,24,6,6,11,9,97,-12,0,1197,4/8/2018
2383,Philadelphia 76ers,46,91,50.5,8,27,29.6,9,14,64.3,9,43,52,32,9,4,10,19,109,12,1,1197,4/8/2018
2384,Atlanta Hawks,43,86,50,15,35,42.9,11,14,78.6,5,32,37,23,7,4,13,19,112,6,0,1198,4/8/2018
2385,Boston Celtics,42,82,51.2,9,23,39.1,13,20,65,10,31,41,33,9,6,12,18,106,-6,1,1198,4/8/2018
2386,Detroit Pistons,38,93,40.9,23,47,48.9,18,23,78.3,14,24,38,30,10,0,12,18,117,-13,0,1199,4/8/2018
2387,Memphis Grizzlies,48,83,57.8,16,33,48.5,18,24,75,8,35,43,36,11,4,12,18,130,13,1,1199,4/8/2018
